Name	Description
Cc72_00047191-RA	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
Cc72_00047194-RA	Pentatricopeptide repeat-containing protein
Cc72_00047199-RA	Methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop of substrate tRNAs
Cc72_00047200-RA	MuDR family transposase
Cc72_00047201-RA	Ferritin-like domain
Cc72_00047202-RA	ATP-dependent zinc metalloprotease FTSH
Cc72_00047203-RA	Glycosyl transferase 4-like
Cc72_00047205-RA	Phosphoenolpyruvate carboxylase
Cc72_00047204-RA	Domain of unknown function (DUF4283)
Cc72_00047206-RA	Transferase family
Cc72_00047207-RA	"kDa ribonucleoprotein, chloroplastic"
Cc72_00047208-RA	Conserved gene of
Cc72_00047209-RA	"SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains"
Cc72_00047211-RA	Lignin degradation and detoxification of lignin-derived products
Cc72_00047214-RA	POT family
Cc72_00047213-RA	Protein kinase domain
Cc72_00047212-RA	LRR-repeat protein
Cc72_00047215-RA	WAT1-related protein At1g09380-like
Cc72_00047216-RA	Belongs to the peptidase S10 family
Cc72_00047218-RA	Protein of unknown function (DUF740)
Cc72_00047220-RA	EF-hand domain
Cc72_00047219-RA	Ribonuclease H protein
Cc72_00047223-RA	Exostosin family
Cc72_00047222-RA	ribosomal protein L34
Cc72_00047221-RA	WD40 repeats
Cc72_00047226-RA	Major Facilitator Superfamily
Cc72_00047224-RA	Serine incorporator (Serinc)
Cc72_00047228-RA	"Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella"
Cc72_00047225-RA	-
Cc72_00047227-RA	Protein of unknown function (DUF962)
Cc72_00047229-RA	F-box LRR-repeat protein
Cc72_00047232-RA	-
Cc72_00047233-RA	60S ribosomal protein
Cc72_00047234-RA	Universal stress protein family
Cc72_00047235-RA	mRNA-capping
Cc72_00047236-RA	two-component response regulator
Cc72_00047237-RA	Belongs to the cyclin family
Cc72_00047238-RA	L-type lectin-domain containing receptor kinase IV.1-like
Cc72_00047239-RA	Belongs to the multicopper oxidase family
Cc72_00047240-RA	L-type lectin-domain containing receptor kinase
Cc72_00047242-RA	ATP-dependent RNA helicase
Cc72_00047241-RA	ATP-dependent RNA helicase
Cc72_00047243-RA	Legume lectin domain
Cc72_00047246-RA	Legume lectin domain
Cc72_00047247-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00047249-RA	A Receptor for Ubiquitination Targets
Cc72_00047251-RA	Protein SSUH2 homolog
Cc72_00047250-RA	Protein SSUH2 homolog
Cc72_00047252-RA	Belongs to the DOCK family
Cc72_00047253-RA	Protein of unknown function (DUF674)
Cc72_00047254-RA	Protein of unknown function (DUF674)
Cc72_00047255-RA	ELM2
Cc72_00047257-RA	Adenylate kinase
Cc72_00047260-RA	Domain of unknown function (DUF4283)
Cc72_00047261-RA	Encoded by
Cc72_00047264-RA	Belongs to the AAA ATPase family
Cc72_00047263-RA	-
Cc72_00047265-RA	POT family
Cc72_00047266-RA	"CRAL/TRIO, N-terminal domain"
Cc72_00047267-RA	G-quadruplex DNA unwinding
Cc72_00047269-RA	OTU-like cysteine protease
Cc72_00047270-RA	Leucine rich repeat N-terminal domain
Cc72_00047271-RA	Zinc knuckle family protein
Cc72_00047272-RA	Reticulon
Cc72_00047273-RA	zinc finger
Cc72_00047275-RA	Domain of unknown function (DUF4283)
Cc72_00047276-RA	two-component response regulator
Cc72_00047277-RA	Belongs to the mitochondrial carrier (TC 2.A.29) family
Cc72_00047278-RA	Acetylornithine deacetylase-like
Cc72_00047281-RA	-
Cc72_00047282-RA	a carboxylase
Cc72_00047283-RA	Phospholipid methyltransferase
Cc72_00047287-RA	DNA recombination
Cc72_00047286-RA	Prephenate dehydrogenase
Cc72_00047285-RA	-
Cc72_00047284-RA	-
Cc72_00047288-RA	sodium metabolite cotransporter
Cc72_00047290-RA	-
Cc72_00047289-RA	"transposition, RNA-mediated"
Cc72_00047292-RA	GDP-fucose protein O-fucosyltransferase
Cc72_00047293-RA	pfkB family carbohydrate kinase
Cc72_00047297-RA	Legume lectin domain
Cc72_00047298-RA	-
Cc72_00047299-RA	-
Cc72_00047300-RA	Belongs to the cytochrome P450 family
Cc72_00047301-RA	Transcription termination factor nusG
Cc72_00047305-RA	-
Cc72_00047302-RA	Reverse transcriptase-like
Cc72_00047306-RA	Belongs to the FBPase class 1 family
Cc72_00047303-RA	Domain of unknown function (DUF4283)
Cc72_00047308-RA	PAR1 protein
Cc72_00047312-RA	-
Cc72_00047313-RA	"Leucine-rich repeats, outliers"
Cc72_00047316-RA	glycine rich nucleic binding domain
Cc72_00047317-RA	Pyridine nucleotide-disulphide oxidoreductase
Cc72_00047320-RA	Myb-like DNA-binding domain
Cc72_00047319-RA	Domain of unknown function (DUF4283)
Cc72_00047323-RA	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.
Cc72_00047324-RA	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
Cc72_00047328-RA	Tim10/DDP family zinc finger
Cc72_00047330-RA	Protein kinase domain
Cc72_00047326-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00047329-RA	"Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism"
Cc72_00047332-RA	Phosphatidylinositol ceramide inositolphosphotransferase
Cc72_00047336-RA	Seryl-tRNA synthetase N-terminal domain
Cc72_00047335-RA	Seryl-tRNA synthetase N-terminal domain
Cc72_00047337-RA	Ribonuclease H protein
Cc72_00047339-RA	Domain of unknown function (DUF4440)
Cc72_00047340-RA	Domain of unknown function (DUF3527)
Cc72_00047342-RA	Myb/SANT-like DNA-binding domain
Cc72_00047341-RA	Domain of unknown function (DUF4283)
Cc72_00047343-RA	Belongs to the small heat shock protein (HSP20) family
Cc72_00047344-RA	isoform X1
Cc72_00047346-RA	Belongs to the helicase family
Cc72_00047347-RA	"transposition, RNA-mediated"
Cc72_00047350-RA	kDa class I heat shock
Cc72_00047351-RA	Ctr copper transporter family
Cc72_00047355-RA	expressed protein
Cc72_00047354-RA	Ribonuclease H protein
Cc72_00047353-RA	Domain of unknown function (DUF4283)
Cc72_00047357-RA	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
Cc72_00047359-RA	-
Cc72_00047360-RA	Universal stress protein family
Cc72_00047364-RA	Universal stress protein
Cc72_00047363-RA	Domain of unknown function (DUF1985)
Cc72_00047368-RA	"Glutathione S-transferase, N-terminal domain"
Cc72_00047367-RA	Ribonuclease H protein
Cc72_00047366-RA	Ribonuclease H protein
Cc72_00047369-RA	"Glutathione S-transferase, C-terminal domain"
Cc72_00047371-RA	Belongs to the GST superfamily
Cc72_00047370-RA	F-box LRR-repeat protein
Cc72_00047372-RA	chaperone protein
Cc72_00047373-RA	"Glutathione S-transferase, C-terminal domain"
Cc72_00047376-RA	Belongs to the GST superfamily
Cc72_00047378-RA	Pfam:UBN2_3
Cc72_00047379-RA	Belongs to the heat shock protein 70 family
Cc72_00047380-RA	Auxin responsive protein
Cc72_00047382-RA	plant mutator transposase zinc finger
Cc72_00047381-RA	-
Cc72_00047386-RA	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit
Cc72_00047388-RA	Belongs to the GST superfamily
Cc72_00047383-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00047387-RA	Polyketide cyclase dehydrase and lipid transport superfamily protein
Cc72_00047384-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00047385-RA	Belongs to the iron ascorbate-dependent oxidoreductase family
Cc72_00047391-RA	Ribonuclease H protein
Cc72_00047394-RA	Ribonuclease H protein
Cc72_00047393-RA	Domain of unknown function (DUF4283)
Cc72_00047397-RA	Belongs to the GST superfamily
Cc72_00047395-RA	Belongs to the GST superfamily
Cc72_00047396-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047399-RA	Belongs to the GST superfamily
Cc72_00047401-RA	Domain of unknown function (DUF4216)
Cc72_00047403-RA	Belongs to the GST superfamily
Cc72_00047405-RA	Ribonuclease H protein
Cc72_00047404-RA	glutathione S-transferase
Cc72_00047412-RA	Ribulose bisphosphate carboxylase large chain
Cc72_00047408-RA	"Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding"
Cc72_00047411-RA	ATP synthase subunit beta
Cc72_00047407-RA	"Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding"
Cc72_00047413-RA	-
Cc72_00047409-RA	Proton-conducting membrane transporter
Cc72_00047414-RA	Belongs to the GST superfamily
Cc72_00047417-RA	Belongs to the GST superfamily
Cc72_00047418-RA	Rop guanine nucleotide exchange factor
Cc72_00047419-RA	Orf147a protein
Cc72_00047421-RA	-
Cc72_00047420-RA	expressed protein
Cc72_00047422-RA	Oxysterol-binding protein-related protein
Cc72_00047424-RA	Ribosomal protein L7/L12 dimerisation domain
Cc72_00047425-RA	-
Cc72_00047426-RA	-
Cc72_00047434-RA	hAT family C-terminal dimerisation region
Cc72_00047435-RA	PI31 proteasome regulator N-terminal
Cc72_00047433-RA	PI31 proteasome regulator N-terminal
Cc72_00047432-RA	-
Cc72_00047438-RA	helicase activity
Cc72_00047437-RA	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
Cc72_00047436-RA	-
Cc72_00047442-RA	-
Cc72_00047443-RA	caffeoyl-CoA O-methyltransferase
Cc72_00047444-RA	Protein of unknown function (DUF1682)
Cc72_00047449-RA	POT family
Cc72_00047450-RA	Calcium-dependent protein kinase
Cc72_00047451-RA	domain associated with HOX domains
Cc72_00047452-RA	ankyrin repeat-containing protein
Cc72_00047453-RA	Leucine-rich repeat - CC (cysteine-containing) subfamily
Cc72_00047454-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
Cc72_00047457-RA	Mitochondrial carrier protein
Cc72_00047458-RA	"Protein of unknown function, DUF617"
Cc72_00047459-RA	Transposon MuDR mudrA
Cc72_00047460-RA	Transposon MuDR mudrA
Cc72_00047461-RA	Protein RETICULATA-related
Cc72_00047462-RA	Receptor protein kinase zmpk1
Cc72_00047465-RA	May be involved in both secretory and endocytic intracellular trafficking in the endosomal prevacuolar compartments
Cc72_00047463-RA	"Serine/Threonine protein kinases, catalytic domain"
Cc72_00047466-RA	Uracil phosphoribosyltransferase
Cc72_00047467-RA	WD repeat-containing protein 20-like
Cc72_00047469-RA	"SWI complex, BAF60b domains"
Cc72_00047470-RA	Plant invertase/pectin methylesterase inhibitor
Cc72_00047474-RA	NADH dehydrogenase (quinone) activity
Cc72_00047478-RA	Belongs to the MT-A70-like family
Cc72_00047479-RA	Belongs to the MT-A70-like family
Cc72_00047477-RA	Belongs to the MT-A70-like family
Cc72_00047482-RA	Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily
Cc72_00047481-RA	Digalactosyldiacylglycerol synthase 1
Cc72_00047483-RA	"transposition, RNA-mediated"
Cc72_00047486-RA	C1 domain
Cc72_00047488-RA	Serine threonine-protein phosphatase 7 long form homolog
Cc72_00047487-RA	isoform X1
Cc72_00047492-RA	Protein kinase C conserved region 1 (C1) domains (Cysteine-rich domains)
Cc72_00047493-RA	Mitochondrial glycoprotein
Cc72_00047494-RA	-
Cc72_00047497-RA	Aldo-keto reductase family 4 member
Cc72_00047498-RA	Belongs to the Casparian strip membrane proteins (CASP) family
Cc72_00047499-RA	MobA-like NTP transferase domain
Cc72_00047500-RA	RNA recognition motif
Cc72_00047502-RA	Protein kinase domain
Cc72_00047503-RA	nuclease HARBI1
Cc72_00047504-RA	Cell division protein FtsZ homolog 1
Cc72_00047505-RA	-
Cc72_00047506-RA	"ferredoxin--NADP reductase, leaf-type isozyme, chloroplastic"
Cc72_00047507-RA	DNA recombination
Cc72_00047508-RA	ubiquitin-conjugating enzyme
Cc72_00047509-RA	bHLH-MYC and R2R3-MYB transcription factors N-terminal
Cc72_00047512-RA	two-component response regulator
Cc72_00047510-RA	protein dimerization activity
Cc72_00047511-RA	BEST Arabidopsis thaliana protein match is nucleolar protein
Cc72_00047514-RA	Transcription factor
Cc72_00047516-RA	Regulator of chromosome condensation (RCC1) repeat
Cc72_00047517-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047518-RA	"Transposon protein, CACTA, En Spm sub-class"
Cc72_00047521-RA	KR domain
Cc72_00047523-RA	KR domain
Cc72_00047522-RA	Seryl-tRNA synthetase N-terminal domain
Cc72_00047525-RA	Lignin degradation and detoxification of lignin-derived products
Cc72_00047527-RA	Plant mobile domain
Cc72_00047526-RA	Plant mobile domain
Cc72_00047528-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047529-RA	Belongs to the multicopper oxidase family
Cc72_00047530-RA	Belongs to the glycosyl hydrolase 5 (cellulase A) family
Cc72_00047533-RA	L-type lectin-domain containing receptor kinase
Cc72_00047534-RA	Legume lectin domain
Cc72_00047535-RA	Legume lectin domain
Cc72_00047540-RA	Potassium channel
Cc72_00047538-RA	Ribulose bisphosphate carboxylase oxygenase activase
Cc72_00047539-RA	sensing receptor
Cc72_00047542-RA	Plant transposase (Ptta/En/Spm family)
Cc72_00047543-RA	Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser Thr consensus motif in nascent polypeptide chains
Cc72_00047541-RA	A Receptor for Ubiquitination Targets
Cc72_00047544-RA	"Protein of unknown function, DUF604"
Cc72_00047545-RA	phospholipase d
Cc72_00047546-RA	Domain of unknown function (DUF4283)
Cc72_00047547-RA	Ribonuclease H protein
Cc72_00047548-RA	zinc finger
Cc72_00047551-RA	zinc finger
Cc72_00047552-RA	KR domain
Cc72_00047553-RA	KR domain
Cc72_00047555-RA	TdcA1-ORF2 protein
Cc72_00047554-RA	glycine rich nucleic binding domain
Cc72_00047556-RA	Lignin degradation and detoxification of lignin-derived products
Cc72_00047562-RA	Domain of unknown function (DUF4283)
Cc72_00047561-RA	Ribonuclease H protein
Cc72_00047564-RA	Belongs to the peptidase A1 family
Cc72_00047565-RA	Domain of unknown function (DUF4283)
Cc72_00047569-RA	Nucleotide exchange factor Fes1
Cc72_00047570-RA	Thaumatin family
Cc72_00047567-RA	PLAC8 family
Cc72_00047574-RA	NADP-dependent malic
Cc72_00047572-RA	Tetratricopeptide repeat (TPR)-like superfamily protein
Cc72_00047573-RA	High-light-induced protein
Cc72_00047578-RA	F-Box protein
Cc72_00047577-RA	methylesterase 11
Cc72_00047579-RA	Ribonuclease H protein
Cc72_00047581-RA	Thylakoid lumenal protein At1g12250
Cc72_00047580-RA	Ribonuclease H protein
Cc72_00047584-RA	Thylakoid lumenal protein At1g12250
Cc72_00047588-RA	DNA binding domain
Cc72_00047587-RA	Reversible hydration of carbon dioxide
Cc72_00047589-RA	FtsH Extracellular
Cc72_00047590-RA	nucleotidase activity
Cc72_00047591-RA	NAD(P)H-binding
Cc72_00047592-RA	GRAS domain family
Cc72_00047595-RA	Domain of unknown function (DUF4283)
Cc72_00047596-RA	glycine rich nucleic binding domain
Cc72_00047593-RA	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
Cc72_00047597-RA	-
Cc72_00047598-RA	-
Cc72_00047599-RA	Domain of unknown function (DUF4283)
Cc72_00047600-RA	GRAS domain family
Cc72_00047603-RA	DNA recombination
Cc72_00047605-RA	Rhomboid-like protein
Cc72_00047604-RA	Cell wall vacuolar inhibitor of fructosidase 1-like
Cc72_00047608-RA	RNB
Cc72_00047606-RA	RNB
Cc72_00047611-RA	Ribonuclease H protein
Cc72_00047610-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00047612-RA	Myb-like DNA-binding domain
Cc72_00047614-RA	-
Cc72_00047616-RA	Transcription factor
Cc72_00047618-RA	Belongs to the disease resistance NB-LRR family
Cc72_00047622-RA	Myb-like DNA-binding domain
Cc72_00047625-RA	Myb-like DNA-binding domain
Cc72_00047629-RA	Domain of unknown function (DUF4216)
Cc72_00047626-RA	hAT family C-terminal dimerisation region
Cc72_00047628-RA	GRF zinc finger
Cc72_00047627-RA	-
Cc72_00047630-RA	Protein kinase domain
Cc72_00047636-RA	Protein FAR1-RELATED SEQUENCE
Cc72_00047637-RA	Rare lipoprotein A (RlpA)-like double-psi beta-barrel
Cc72_00047638-RA	Transposon MuDR mudrA
Cc72_00047640-RA	-
Cc72_00047639-RA	Domain of unknown function (DUF4283)
Cc72_00047642-RA	-
Cc72_00047641-RA	Belongs to the DOCK family
Cc72_00047644-RA	transcription factor
Cc72_00047645-RA	Myb-like DNA-binding domain
Cc72_00047648-RA	Transcription factor
Cc72_00047650-RA	Putative zinc finger in N-recognin (UBR box)
Cc72_00047653-RA	Myb-like DNA-binding domain
Cc72_00047651-RA	Neurochondrin
Cc72_00047654-RA	Mitochondrial import inner membrane translocase subunit Tim9
Cc72_00047660-RA	"Serine/threonine phosphatases, family 2C, catalytic domain"
Cc72_00047656-RA	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
Cc72_00047657-RA	Metallothionein
Cc72_00047659-RA	Domain of unknown function (DUF4378)
Cc72_00047658-RA	DNA RNA polymerases superfamily protein
Cc72_00047661-RA	Zinc knuckle family protein
Cc72_00047666-RA	Chromatin organization modifier domain
Cc72_00047668-RA	-
Cc72_00047667-RA	serine threonine-protein kinase WNK11
Cc72_00047671-RA	Actin
Cc72_00047670-RA	Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity
Cc72_00047672-RA	-
Cc72_00047678-RA	Reverse transcriptase-like
Cc72_00047677-RA	Reverse transcriptase-like
Cc72_00047680-RA	-
Cc72_00047679-RA	Cytokinin-activating enzyme working in the direct activation pathway. Phosphoribohydrolase that converts inactive cytokinin nucleotides to the biologically active free-base forms
Cc72_00047683-RA	DNA recombination
Cc72_00047684-RA	ubiquitin-protein transferase activity
Cc72_00047685-RA	"WD domain, G-beta repeat"
Cc72_00047686-RA	-
Cc72_00047690-RA	"Ulp1 protease family, C-terminal catalytic domain containing protein"
