Name,Description
pyrI,"aspartate carbamoyltransferase, PyrI subunit"
isrC,CP4-44 prophage; small RNA IsrC
rpsJ,30S ribosomal subunit protein S10
ynfS,Qin prophage; protein YnfS
ynaL,protein YnaL
ypdF,aminopeptidase YpdF
b0701,
fdnG,formate dehydrogenase N subunit &alpha;
yrhC,
mcrA,e14 prophage; Type IV methyl-directed restriction enzyme EcoKMcrA
recJ,ssDNA-specific exonuclease RecJ
fadJ,multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ
glnH,L-glutamine ABC transporter periplasmic binding protein
yaaX,DUF2502 domain-containing protein YaaX
yncP,protein YncP
rnlA,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system"
rimI,protein <i>N</i>-acetyltransferase RimI
hsdR,type I restriction enzyme EcoKI endonuclease subunit
ecpB,putative fimbrial chaperone EcpB
yjjU,putative patatin-like phospholipase YjjU
rrsC,16S ribosomal RNA
ydaU,Rac prophage; DUF1376 domain-containing protein YdaU
cytR,DNA-binding transcriptional repressor CytR
nirB,nitrite reductase (NADH) large subunit
purB,adenylosuccinate lyase
bioB,biotin synthase
citG,triphosphoribosyl-dephospho-CoA synthase
glxR,tartronate semialdehyde reductase 2
rnhA,ribonuclease HI
rstB,RstB-<i>N</i>-phospho-L-histidine // sensor histidine kinase RstB
yghG,lipoprotein YghG
thiP,thiamine ABC transporter membrane subunit
speD,<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD
yfaH,putative uncharacterized protein YfaH
hyfC,hydrogenase 4 component C
ssrA,tmRNA
ecpE,putative fimbrial chaperone EcpE
wbbI,"&beta;-1,6-galactofuranosyltransferase WbbI"
coaE,dephospho-CoA kinase
hyaF,protein HyaF
ykfO,protein YkfO
yeaW,carnitine monooxygenase subunit YeaW
alaT,L-alanyl-tRNA<SUP>alaT</SUP> // tRNA-Ala(UGC)
yhjG,AsmA family protein YhjG
omrA,small regulatory RNA OmrA
chaB,putative cation transport regulator ChaB
relA,GDP/GTP pyrophosphokinase
ygfZ,folate-binding protein YgfZ
yagF,CP4-6 prophage; D-xylonate dehydratase
insH5,Rac prophage; IS<i>5</i> transposase and trans-activator
yedA,putative transporter YedA
malK,maltose ABC transporter ATP binding subunit
yjjA,DUF2501 domain-containing protein YjjA
yfdT,CPS-53 (KpLE1) prophage; protein YfdT
hpf,ribosome hibernation-promoting factor
ilvB,acetohydroxy acid synthase I subunit IlvB
gltD,glutamate synthase subunit GltD
minD,Z-ring positioning protein MinD
mpaA,murein tripeptide amidase A
ymcF,protein YmcF
gnsB,Qin prophage; protein GnsB
yncE,PQQ-like domain-containing protein YncE
ycbU,putative fimbrial protein YcbU
proC,pyrroline-5-carboxylate reductase
livM,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
ybcO,DLP12 prophage; putative nuclease YbcO
nanA,<i>N</i>-acetylneuraminate lyase
ydcR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR
hycG,hydrogenase 3 iron-sulfur protein HycG
cysZ,sulfate:H+ symporter
sroH,small RNA SroH
rlmE,23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase
yiaY,L-threonine dehydrogenase
sufB,Fe-S cluster scaffold complex subunit SufB
ycjX,DUF463 domain-containing protein YcjX
ppiC,peptidyl-prolyl <i>cis-trans</i> isomerase C
appX,cytochrome <i>bd</i>-II accessory subunit AppX
ycdU,uncharacterized protein YcdU
yhjJ,peptidase M16 family protein YhjJ
yaiA,protein YaiA
sfmA,putative fimbrial protein SfmA
matA,DNA-binding transcriptional dual regulator MatA
rhaB,rhamnulokinase
epmC,EF-P-Lys34 hydroxylase
metJ,DNA-binding transcriptional repressor MetJ
yhdP,phospholipid transport factor YhdP
htpX,protease HtpX
yfdV,putative transport protein YfdV
ytfK,stringent response modulator YtfK
mutT,8-oxo-dGTP diphosphatase
hofO,DNA utilization protein HofO
birA,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA
phoH,ATP-binding protein PhoH
insCD5,IS2 element transposase InsAB'
fepA,ferric enterobactin outer membrane transporter
amiB,<i>N</i>-acetylmuramoyl-L-alanine amidase B
nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein
ssb,ssDNA-binding protein
nagA,<i>N</i>-acetylglucosamine-6-phosphate deacetylase
hldE,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
grxC,oxidized glutaredoxin 3 // reduced glutaredoxin 3
b1052,
ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase
ilvG,acetolactate synthase II subunit IlvG
yjhZ,KpLE2 phage-like element; putative acetyltransferase YjhZ
zapC,cell division protein ZapC
ypjJ,CP4-57 prophage; DUF987 domain-containing protein YpjJ
phoP,DNA-binding transcriptional dual regulator PhoP-phosphorylated // DNA-binding transcriptional dual regulator PhoP
fadD,long-chain-fatty-acid&mdash;CoA ligase
atoC,DNA-binding transcriptional activator AtoC-phosphorylated // DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC
pncC,NMN aminohydrolase
ygdD,DUF423 domain-containing inner membrane protein YgdD
thiM,hydroxyethylthiazole kinase
arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ycjY,putative hydrolase YcjY
nudC,RNA decapping hydrolase
asr,periplasmic chaperone Asr
opgC,osmoregulated periplasmic glucans (OPG) biosynthesis protein C
hchA,protein/nucleic acid deglycase 1
inaA,putative lipopolysaccharide kinase InaA
tusA,sulfur transfer protein TusA
ydjA,putative oxidoreductase YdjA
ariR,putative two-component system connector protein AriR
ispA,geranyl diphosphate/farnesyl diphosphate synthase
lgt,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
yjgM,putative <i>N</i>-acetyltransferase YjgM
fadK,medium-chain-fatty-acid&mdash;CoA ligase
uspG,universal stress protein G
damX,cell division protein DamX
sroD,
yeaQ,PF04226 family protein YeaQ
yciZ,UPF0509 family protein YciZ
sbcB,exodeoxyribonuclease I
cbeA,CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA
slyB,outer membrane lipoprotein SlyB
ymgL,protein YmgL
yfeZ,putative inner membrane protein
mdtM,multidrug efflux pump / bile salt:H<sup>+</sup> antiporter / Na<sup>+</sup>:H<sup>+</sup> antiporter / K<sup>+</sup>:H<sup>+</sup> antiporter
flgD,"flagellar biosynthesis, initiation of hook assembly"
artP,L-arginine ABC transporter ATP binding subunit
pntB,pyridine nucleotide transhydrogenase subunit &beta;
hydN,putative electron transport protein HydN
rpsE,30S ribosomal subunit protein S5
ydbH,putative phospholipid transport factor YdbH
gatD,galactitol-1-phosphate 5-dehydrogenase
yjjG,pyrimidine 5'-nucleotidase YjjG
lptA,lipopolysaccharide transport system protein LptA
rhaA,L-rhamnose isomerase
cfa,cyclopropane fatty acyl phospholipid synthase
rnhB,RNase HII
yfiF,putative methyltransferase YfiF
opgB,phosphoglycerol transferase II // phosphoglycerol transferase I
msrP,protein-L-methionine sulfoxide reductase catalytic subunit MsrP
yihI,Der GTPase-activating protein YihI
iap,alkaline phosphatase isozyme conversion protein
yrbG,putative transport protein YrbG
uspC,universal stress protein C
aroL,shikimate kinase 2
yiiS,DUF406 domain-containing protein YiiS
cbrC,PF03691 family colicin E2 tolerance protein CbrC
yfgG,nickel/cobalt stress response protein YfgG
tatE,twin arginine protein translocation system - TatE protein
ylbF,DUF2877 domain-containing protein YlbF
sspB,ClpXP protease specificity-enhancing factor
gldA,"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase"
insC5,IS2 insertion element repressor InsA
smrA,DNA endonuclease SmrA
lysR,DNA-binding transcriptional dual regulator LysR
cobS,cobalamin 5'-phosphate synthase
yeaK,mischarged aminoacyl-tRNA deacylase
pepQ,Xaa-Pro dipeptidase
sgcC,putative PTS enzyme IIC component SgcC
rydC,small regulatory RNA RydC
uspD,universal stress protein D
ydeE,dipeptide exporter
tatC,twin arginine protein translocation system - TatC protein
selD,"selenide, water dikinase"
php,putative hydrolase
rimL,ribosomal-protein-L12-serine <i>N</i>-acetyltransferase
fetB,putative iron ABC exporter membrane subunit FetB
pdeK,c-di-GMP phosphodiesterase PdeK
glpF,glycerol facilitator
thpR,"RNA 2',3'-cyclic phosphodiesterase"
xdhA,putative xanthine dehydrogenase molybdenum-binding subunit XdhA
wcaJ,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
tcyJ,cystine ABC transporter periplasmic binding protein
yqiJ,DUF1449 domain-containing inner membrane protein YqiJ
bamA,outer membrane protein assembly factor BamA
ycaC,putative hydrolase YcaC
mdlB,ABC transporter family protein MdlB
mdlA,ABC transporter family protein MdlA
caiE,putative transferase CaiE
yjcE,putative transporter YjcE
lptD,lipopolysaccharide assembly protein LptD
insH4,IS<i>5</i> transposase and trans-activator
thiE,thiamine phosphate synthase
proK,tRNA-Pro(CGG)
rluD,23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase
wbbL,interrupted rhamnosyltransferase WbbL
rrsG,16S ribosomal RNA
yfeX,porphyrinogen peroxidase
G0-10705,
uidC,outer membrane porin family protein UidC
yhcN,DUF1471 domain-containing stress-induced protein YhcN
yhhY,<i>N</i>-acetyltransferase YhhY
flk,putative flagella assembly protein
insEF5,IS3 element transposase
yjgZ,KpLE2 phage-like element; uncharacterized protein YjgZ
yneE,PF01062 family inner membrane protein YneE
yihL,putative DNA-binding transcriptional regulator YihL
tsr,methyl-accepting chemotaxis protein Tsr
csrC,small regulatory RNA CsrC
amtB,ammonium transporter
ribD,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
yicC,putative RNase adaptor protein YicC
hypC,hydrogenase maturation factor HypC
kefF,regulator of KefC-mediated potassium transport and quinone oxidoreductase
insE5,IS3 element protein InsE
ydfW,Qin prophage; protein YdfW
csgC,curlin chaperone
fabD,[acyl-carrier-protein] <i>S</i>-malonyltransferase
fruK,1-phosphofructokinase
ymfQ,e14 prophage; DUF2313 domain-containing protein YmfQ
uhpT,hexose-6-phosphate:phosphate antiporter
prlF,antitoxin PrlF
yoeD,
ynaK,Rac prophage; ParB-like nuclease domain-containing protein YnaK
gstB,glutathione <i>S</i>-transferase GstB
cbtA,CP4-44 prophage; cytoskeleton-binding toxin CbtA
ydiK,putative transporter YdiK
yihD,DUF1040 domain-containing protein YihD
eptA,phosphoethanolamine transferase EptA
nrfE,putative cytochrome c-type biogenesis protein NrfE
osmE,osmotically-inducible lipoprotein OsmE
yeeR,CP4-44 prophage; inner membrane protein YeeR
yohF,putative oxidoreductase YohF
yqgC,protein YqgC
b1367,
yghB,DedA family protein YghB
kdsD,D-arabinose 5-phosphate isomerase KdsD
eutA,ethanolamine ammonia-lyase reactivase EutA
prpB,2-methylisocitrate lyase
azoR,FMN dependent NADH:quinone oxidoreductase
dhaR,DNA-binding transcriptional dual regulator DhaR
rpsA,30S ribosomal subunit protein S1
ycaP,DUF421 domain-containing protein YcaP
yncJ,DUF2554 domain-containing protein YncJ
mlaD,"intermembrane phospholipid transport system, substrate binding protein MlaD"
b0165,
mmuM,CP4-6 prophage; homocysteine <i>S</i>-methyltransferase
gshA,glutamate&mdash;cysteine ligase
rpmH,50S ribosomal subunit protein L34
nikR,DNA-binding transcriptional repressor NikR
narI,nitrate reductase A subunit &gamma;
ybcH,putative exopolysaccharide secretion system auxiliary component
coaA,pantothenate kinase
ydiL,DUF1870 domain-containing protein YdiL
mrdA,peptidoglycan DD-transpeptidase MrdA
yecH,DUF2492 domain-containing protein YecH
ansB,L-asparaginase 2
yoeG,
ybeX,CorC-HlyC family protein YbeX
mhpE,4-hydroxy-2-oxovalerate aldolase
fabB,3-oxoacyl-[acyl carrier protein] synthase 1
rpsO,30S ribosomal subunit protein S15
gcd,quinoprotein glucose dehydrogenase
yneG,DUF4186 domain-containing protein YneG
paaX,DNA-binding transcriptional repressor PaaX
pnuC,nicotinamide riboside transporter
acpS,holo-[acyl-carrier-protein] synthase
yrdE,
spf,small regulatory RNA Spot 42
dbpA,ATP-dependent RNA helicase DbpA
dcuB,anaerobic C4-dicarboxylate transporter DcuB
mhpA,3-(3-hydroxyphenyl)propanoate hydroxylase
yaaW,putative enzyme-specific chaperone YaaW
yahG,DUF1116 domain-containing protein YahG
yfaS,"putative macroglobulin family protein, N-terminal fragment"
rpoA,RNA polymerase subunit &alpha;
ccmH,holocytochrome <I>c</I> synthase CcmH component
ycjT,kojibiose phosphorylase
ydbK,putative pyruvate-flavodoxin oxidoreductase
glsB,glutaminase 2
ryeA,small antisense RNA RyeA
yaeQ,uncharacterized protein YaeQ
yedD,lipoprotein YedD
atpF,ATP synthase F<sub>o</sub> complex subunit b
yfcZ,DUF406 domain-containing protein YfcZ
nmpC,DLP12 prophage; putative outer membrane porin NmpC
modC,molybdate ABC transporter ATP binding subunit
lsrF,"3-hydroxy-2,4-pentadione 5-phosphate thiolase"
hprR,DNA-binding transcriptional dual regulator HprR-phosphorylated // DNA-binding transcriptional dual regulator HprR
prpC,2-methylcitrate synthase
yjbM,DUF2713 domain-containing protein YjbM
ylcI,DLP12 prophage; DUF3950 domain-containing protein YlcI
ydjO,protein YdjO
cadC,DNA-binding transcriptional activator CadC
arnE,undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit
ybgP,putative fimbrial chaperone YbgP
msrQ,membrane-bound flavocytochrome MsrQ
lsrC,Autoinducer-2 ABC transporter membrane subunit LsrC
aspX,small regulatory RNA AspX
casE,pre-CRISPR RNA endonuclease
pepD,peptidase D
betB,betaine aldehyde dehydrogenase
yceK,DUF1375 domain-containing lipoprotein YceK
thiG,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
gmd,"GDP-mannose 4,6-dehydratase"
gntR,DNA-binding transcriptional repressor GntR
yhaB,protein YhaB
mscL,large conductance mechanosensitive channel
mltB,membrane-bound lytic murein transglycosylase B
plsB,glycerol-3-phosphate 1-<i>O</i>-acyltransferase
alsE,D-allulose-6-phosphate 3-epimerase
yaeF,peptidase C92 family protein YaeF
wzxC,colanic acid repeat unit flippase
ssrS,6S RNA
yhgH,DNA utilization protein YhgH
yehA,putative fimbrial adhesin YehA
yzgL,putative uncharacterized protein YzgL
ybeQ,Sel1 repeat-containing protein YbeQ
bluF,blue light- and temperature-regulated antirepressor BluF
yhdT,DUF997 domain-containing protein YhdT
focA,formate channel FocA
trmO,tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase
tyrS,tyrosine&mdash;tRNA ligase
arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
yggU,DUF167 domain-containing protein YggU
csiE,stationary phase-inducible protein CsiE
xisR,Rac prophage; excisionase
b0609,
lafU,"flagellar system protein, promoterless fragment"
bepA,&beta;-barrel assembly-enhancing protease
iscR,DNA-binding transcriptional dual regulator IscR
gcvP,glycine decarboxylase
trpT,tRNA-Trp(CCA)
yhfG,DUF2559 domain-containing protein YhfG
hycC,hydrogenase 3 membrane subunit HycC
fucR,DNA-binding transcriptional activator FucR
valU,tRNA-Val(UAC)
fliQ,flagellar biosynthesis protein FliQ
symR,small regulatory RNA antitoxin SymR
secA,protein translocation ATPase
btuD,vitamin B<sub>12</sub> ABC transporter ATP binding subunit
yefM,YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor
agaC,galactosamine-specific PTS enzyme IIC component
ybiV,sugar phosphatase YbiV
nlpC,NlpC/P60 family lipoprotein NlpC
allC,allantoate amidohydrolase
ymgN,protein YmgN
afuB,CP4-6 prophage; ABC transporter membrane protein AfuB
ykgS,CP4-6 prophage; protein YkgS
dcuD,putative transporter DcuD
abpA,CP4-57 prophage; anti-bacteriophage protein
yicS,uncharacterized protein YicS
insCD3,IS2 element transposase InsAB'
nfeR,DNA-binding transcriptional repressor NfeR
b2596,
nupX,putative nucleoside transporter
glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
pgk,phosphoglycerate kinase
ydhV,putative oxidoreductase YdhV
ptrA,protease 3
bcp,thiol peroxidase
yijD,DUF1422 domain-containing inner membrane protein YijD
ydgH,DUF1471 domain-containing protein YdgH
thiK,thiamine kinase
purT,phosphoribosylglycinamide formyltransferase 2
dgd,D-galactose 1-dehydrogenase
sspA,stringent starvation protein A
nimR,DNA-binding transcriptional repressor NimR
ybhD,putative DNA-binding transcriptional regulator YbhD
pdeF,cyclic di-GMP phosphodiesterase PdeF
mokA,
pabB,aminodeoxychorismate synthase subunit 1
metQ,L-methionine/D-methionine ABC transporter membrane anchored binding protein
nagB,glucosamine-6-phosphate deaminase
appC,cytochrome <i>bd</i>-II subunit 1
lnt,apolipoprotein <i>N</i>-acyltransferase
ydjY,4Fe-4S ferredoxin-type domain-containing protein YdjY
ykfF,CP4-6 prophage; protein YkfF
yjcH,DUF485 domain-containing inner membrane protein YjcH
sraG,small regulatory RNA SraG
acpP,octanoyl-ACP // lipoyl-ACP // <i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // <i>trans</i>-&Delta;<sup>2</sup>-cis-&Delta;<sup>5</sup>-dodecenoyl-ACP // succinyl-ACP // <i>cis</i>-&Delta;<SUP>3</SUP>-decenoyl-ACP // 3-oxo-<i>cis</i>-&Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-hydroxy <i>cis</i> &Delta;<sup>5</sup>-dodecenoyl-ACP // (3<i>R</i>)-3-hydroxybutanoyl-ACP // <i>trans</i> oct-2-enoyl-ACP // <i>trans</i>-but-2-enoyl-ACP // (3<i>R</i>)-3-hydroxyoctanoyl-ACP // <i>trans</i>-hexadec-2-enoyl-ACP // holo-[acyl-carrier protein] // acyl carrier protein
nuoH,NADH:quinone oxidoreductase subunit H
speG,spermidine <i>N</i>-acetyltransferase
ygdR,DUF903 domain-containing lipoprotein YgdR
mgrB,PhoQ kinase inhibitor
alsC,D-allose ABC transporter membrane subunit
fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit
rnr,RNase R
allB,allantoinase
ypdC,putative AraC-type DNA-binding transcriptional regulator YpdC
yqeF,putative acyltransferase
mocA,molybdenum cofactor cytidylyltransferase
yjhY,
matP,macrodomain Ter protein
cysS,cysteine&mdash;tRNA ligase
ackA,acetate kinase
ybfI,
yjgR,DUF853 domain-containing protein YjgR
b0100,
prkB,putative phosphoribulokinase
